;X;sh;phylum;class;order;family;genus;species
879;262353;MG829402.1.1546;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
880;262359;MG829575.1.1651;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
881;262645;MF478999.1.1671;Mucoromycotina;Endogonales;Endogonales;Endogone;Endogone;Endogone sp.
882;264039;HQ888697.1.1750;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladiella;Blastocladiella;Blastocladiella sp. JEL 440
883;264137;KF160864.1.1243;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium aureum
884;264244;AY903705.1.1532;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
885;264798;KF412632.1.1223;Glomeromycotina;Diversisporales;Diversisporales;Gigaspora;Gigaspora;Gigaspora margarita
886;264894;L20824.1.1639;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus vesiculiferus
887;265142;EU417646.1.1686;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
888;265271;KC297625.1.1743;Kickxellomycotina;Harpellales;Harpellales;Legeriosimilis sp. CA-10-W15;Legeriosimilis;Legeriosimilis sp. CA-10-W15
889;265425;MG829320.1.1657;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
890;265427;MG829359.1.1648;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
891;265436;MG829532.1.1653;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
892;265441;MG829581.1.1654;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
893;265730;JQ995173.1.1772;Zoopagomycotina;Zoopagales;Zoopagales;Piptocephalis;Piptocephalis;Piptocephalis lepidula
894;265755;KF805738.1.1728;Mucoromycotina;Mucorales;Mucorales;Circinella;Circinella;Circinella muscae
895;266353;HQ888699.1.1785;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladiella;Blastocladiella;Blastocladiella britannica
896;266355;HQ901762.1.1768;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;Geranomyces;Geranomyces hawaiiensis
897;267340;JF723664.1.1753;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor brunneogriseus
898;267405;MG829339.1.1518;Glomeromycotina;uncultured;;;Glomeromycotina;Glomeromycotina sp.
899;267406;MG829377.1.1659;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
900;267408;MG829474.1.1652;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
901;267409;MG829491.1.1656;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
902;267411;MG829552.1.1669;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
903;267462;JN020241.1.1647;Incertae Sedis;Spizellomycetales;Olpidiales;Olpidium;uncultured;uncultured Chytridiomycota
904;267569;JQ995174.1.1781;Zoopagomycotina;Zoopagales;Zoopagales;Piptocephalis;Piptocephalis;Piptocephalis xenophila
905;268336;U96143.1.1330;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis mosseae
906;268539;KF160876.1.1247;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium perforatum
907;270367;DQ336444.1.1235;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
908;270368;DQ336498.1.1236;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
909;270710;EU417583.1.1686;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
910;272538;MG252616.2646.5955;Ascomycota;Lecanoromycetes;Pertusariales;;Pertusaria;Pertusaria subpertusa
911;272847;MG829298.1.1656;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
912;272855;MG829403.1.1659;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp.
913;272890;EU162638.1.1788;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
914;273518;AY903717.1.1521;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
915;273755;JN940698.1.1872;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium mucronatum
916;273878;KC503963.1.1774;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia umbellata
917;274161;KC708426.1.1604;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8860
918;274445;KF805734.1.1742;Mucoromycotina;Mucorales;Mucorales;Circinella;Circinella;Circinella minor
919;274626;KC297623.1.1800;Kickxellomycotina;Harpellales;Harpellales;Lancisporomyces;Lancisporomyces;Lancisporomyces vernalis
920;274881;EU169405.1.1226;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
921;274962;MG829486.1.1655;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
922;274972;MG829546.1.1652;Glomeromycotina;uncultured;;;Glomeromycotina;Glomeromycotina sp.
923;274975;MG829567.1.1654;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
924;275000;MG845403.1.1756;Kickxellomycotina;Harpellales;Harpellales;Orphella;Orphella;Orphella pseudohiemalis
925;275002;JQ689406.1.1679;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
926;275184;MH125204.1.1799;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;;Cystobasidium;Cystobasidium sp.
927;275224;KF160866.1.1241;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium collapsum
928;275564;KC708361.1.1678;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp. MIB 8875
929;275974;MG829302.1.1660;Glomeromycotina;Glomerales;Glomerales;Septoglomus;Glomeromycotina;Glomeromycotina sp.
930;275977;MG829406.1.1651;Glomeromycotina;uncultured;;;Glomeromycotina;Glomeromycotina sp.
931;276050;JN940696.1.1792;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium orthocladii
932;276944;KC708346.1.1666;Glomeromycotina;uncultured;;;Glomeromycotina;Glomeromycotina sp. MIB 8531
933;276995;U96144.1.1324;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis mosseae
934;277238;JX242618.1.1731;Entomophthoromycotina;Entomophthorales;Entomophthorales;Conidiobolus;Conidiobolus;Conidiobolus thromboides
935;277746;MG829463.1.1653;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
936;278444;KF160871.3777.5555;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium endobioticum
937;278627;KF160874.1.1236;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium fulgens
938;279008;AY642706.1.1401;Incertae Sedis;Rhizophydiales;Rhizophydiales;eukaryotic picoplankton environmental sample;eukaryotic;eukaryotic picoplankton environmental sample
939;279242;JX242617.1.1731;Entomophthoromycotina;Entomophthorales;Entomophthorales;Conidiobolus;Entomophaga;Entomophaga destruens
940;279618;KF688592.1.1636;Incertae Sedis;Neocallimastigales;Neocallimastigales;Cyllamyces;fungal;fungal sp. Tianzhu-Yak19
941;280486;KF160860.1.1230;Incertae Sedis;Rhizophydiales;Rhizophydiales;Rhizophydium;Rhizophydium;Rhizophydium patellarium
942;283058;JX155624.1.1505;Kickxellomycotina;Harpellales;Harpellales;Harpellales sp. ALG-10-W3;Harpellales;Harpellales sp. ALG-10-W3
943;283203;GU568149.1.1579;Mucoromycotina;Endogonales;Endogonales;Endogone;uncultured;uncultured fungus
944;283347;KC708419.1.1610;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8827
945;283817;MG829485.1.1318;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
946;283843;MG829576.1.1655;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
947;284301;KF711853.1.1906;Incertae Sedis;Cladochytriales;Cladochytriales;Cladochytrium;Cladochytrium;Cladochytrium polystomum
948;284416;DQ336481.1.1237;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
949;284688;JQ302865.1.1812;Kickxellomycotina;Harpellales;Harpellales;Lancisporomyces;Lancisporomyces;Lancisporomyces falcatus
950;284855;X89436.1.1719;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;Mortierella;Mortierella polycephala
951;284861;Y17633.1.1768;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Acaulospora;Acaulospora laevis
952;285805;JX099061.1.1744;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured eukaryote;uncultured;uncultured eukaryote
953;285922;MG907204.1.1430;Basidiomycota;Pucciniomycetes;Pucciniales;;Ravenelia;Ravenelia acaciae-pennatulae
954;286503;HQ888698.1.1717;Incertae Sedis;Blastocladiales;Blastocladiales;Blastocladiella;Blastocladiella;Blastocladiella sp. JEL 363
955;286931;KF160867.1.1241;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium cupulatum
956;286967;Y17504.1.1796;Incertae Sedis;Monoblepharidales;;Hyaloraphidium curvatum;Hyaloraphidium;Hyaloraphidium curvatum
957;288042;EU417648.1.1686;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
958;288128;AY903726.1.1518;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
959;291582;MH633704.1.1770;Basidiomycota;Pucciniomycetes;Pucciniales;;Hemileia;Hemileia vastatrix
960;292217;DQ336499.1.1235;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
961;292394;KC708353.1.1677;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp. MIB 8848
962;293226;GU568132.1.1566;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
963;293227;GU568150.1.1561;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured fungus
964;293453;MG829279.1.1648;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
965;293464;MG829396.1.1664;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
966;293475;MG829574.1.1645;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
967;293478;MG829601.1.1644;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
968;294370;KF805736.1.1737;Mucoromycotina;Mucorales;Mucorales;Circinella;Circinella;Circinella muscae
969;295831;JX099117.1.1750;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured eukaryote;uncultured;uncultured eukaryote
970;296058;AY903728.1.1515;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
971;296223;Z14012.1.1698;Glomeromycotina;Diversisporales;Diversisporales;Cetraspora;Cetraspora;Cetraspora pellucida
972;298290;KC203489.1.3614;Basidiomycota;Agaricomycetes;Stereopsidales;;Stereopsis;Stereopsis globosa
973;298341;KC286512.1.1700;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia pennisetoides
974;298354;KC297626.1.1736;Kickxellomycotina;Harpellales;Harpellales;Legeriomyces sp. PEI-X-4;Legeriomyces;Legeriomyces sp. PEI-X-4
975;298404;X89434.1.1755;Mucoromycotina;Mucorales;Mucorales;Mucor;Mucor;Mucor mucedo
976;298562;EU162637.1.1770;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured Chytridiomycota
977;298828;KF805740.1.1754;Mucoromycotina;Mucorales;Mucorales;;Circinella;Circinella simplex
978;299373;EU169409.1.1242;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
979;299885;U35394.38.1890;Entomophthoromycotina;Entomophthorales;Entomophthorales;Entomophaga;Entomophaga;Entomophaga aulicae
980;300437;JN940695.1.1899;Kickxellomycotina;Harpellales;Harpellales;Smittium;Smittium;Smittium orthocladii
981;302408;KC708357.1.1678;Glomeromycotina;Glomerales;Glomerales;Sclerocystis;Glomeromycotina;Glomeromycotina sp. MIB 8859
982;302673;Z14011.1.1724;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Entrophospora;Entrophospora sp. WV 796
983;303279;MG829283.1.1646;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
984;303308;MG829397.1.1655;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
985;304325;GU568169.1.1550;Incertae Sedis;Rhizophlyctidales;Rhizophlyctidales;Rhizophlyctis;uncultured;uncultured fungus
986;305603;AY903709.1.1535;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
987;305621;JX155626.1.1505;Kickxellomycotina;Harpellales;Harpellales;Zancudomyces;Zancudomyces;Zancudomyces culisetae
988;305772;DQ336488.1.1234;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
989;306412;KC708440.1.1528;Mucoromycotina;Endogonales;Endogonales;uncultured;Mucoromycotina;Mucoromycotina sp. MIB 8846
990;307602;MG829318.1.1633;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
991;307603;MG829358.1.1653;Glomeromycotina;Glomerales;Glomerales;Septoglomus;Glomeromycotina;Glomeromycotina sp.
992;307608;MG829530.1.1652;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
993;307609;MG829547.1.1644;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
994;307611;MG829580.1.1659;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp.
995;307628;JQ689407.1.1641;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
996;308063;KC286504.1.1758;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia spiralis
997;308097;KC297620.1.1757;Kickxellomycotina;Harpellales;Harpellales;Caudomyces sp. OR-8-W10;Caudomyces;Caudomyces sp. OR-8-W10
998;308386;DQ336462.1.1237;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
999;310365;KC708392.1.1606;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8438.2
1000;310373;KC708424.1.1606;Mucoromycotina;Endogonales;Endogonales;Endogone;Mucoromycotina;Mucoromycotina sp. MIB 8855
1001;311129;MG829304.1.1637;Glomeromycotina;Diversisporales;;;Glomeromycotina;Glomeromycotina sp.
1002;311130;MG829411.1.1650;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
1003;311140;MG829566.1.1653;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1004;311637;DQ336485.1.1234;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1005;312184;KF160875.1.1240;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium papillatum
1006;312381;MG829348.1.1653;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1007;312383;MG829383.1.1655;Glomeromycotina;uncultured;;;Glomeromycotina;Glomeromycotina sp.
1008;312389;MG829492.1.1656;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
1009;312391;MG829512.1.1652;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1010;312423;JQ689420.1.1498;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
1011;312424;JQ689451.1.1658;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
1012;312692;JX099080.1.1680;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured eukaryote;uncultured;uncultured eukaryote
1013;315232;AY903711.1.1530;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
1014;316168;KF160873.1.1247;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium epilobii
1015;316936;KT285731.1.1652;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured fungus
1016;317090;MH201389.1.1657;Mucoromycotina;Mucorales;Mucorales;Mycotypha;Mycotypha;Mycotypha indica
1017;317189;EU417636.1.1691;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1018;318099;EU417619.1.1687;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
1019;318631;U96141.1.1316;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis mosseae
1020;318635;X58725.1.1747;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Rhizophagus;Rhizophagus intraradices
1021;319126;X86686.1.1687;Glomeromycotina;Archaeosporales;Archaeosporales;Geosiphon;Geosiphon;Geosiphon pyriformis
1022;320010;KF412633.1.1225;Glomeromycotina;Diversisporales;Diversisporales;Gigaspora;Gigaspora;Gigaspora albida
1023;320607;EF023601.1.1785;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1024;320829;JX099067.1.1753;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured eukaryote;uncultured;uncultured eukaryote
1025;320831;JX099123.1.1750;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured eukaryote;uncultured;uncultured eukaryote
1026;321667;MG829384.1.1654;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1027;321705;MG829594.1.1656;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1028;324431;AY903735.1.1523;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
1029;324775;GU568152.1.1550;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured fungus
1030;324984;KF160878.1.1240;Incertae Sedis;Incertae Sedis;Chytridiales;Synchytrium;Synchytrium;Synchytrium stachydis
1031;325548;U96142.1.1331;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis mosseae
1032;325554;X58726.1.1748;Glomeromycotina;Diversisporales;Diversisporales;Gigaspora;Gigaspora;Gigaspora rosea
1033;326939;KC286509.1.1761;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia helicoidea
1034;327619;AY903733.1.1525;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
1035;328740;EF024313.1.1783;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Nucleariidae
1036;328822;DQ336476.1.1235;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
1037;329109;KF805737.1.1740;Mucoromycotina;Mucorales;Mucorales;Circinella;Circinella;Circinella muscae
1038;329114;KF805741.1.1732;Mucoromycotina;Mucorales;Mucorales;Circinella;Circinella;Circinella umbellata
1039;330187;AY903730.1.1517;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
1040;330446;KC708345.1.1665;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp. MIB 8442;Glomeromycotina;Glomeromycotina sp. MIB 8442
1041;331113;MG829293.1.1654;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1042;331114;MG829391.1.1650;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1043;331120;MG829600.1.1644;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
1044;331142;JQ689435.1.1682;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
1045;331483;MG600404.1.1897;Ascomycota;Sordariomycetes;;;Rhamphoriopsis;Rhamphoriopsis muriformis
1046;332435;EU371354.1.1766;Incertae Sedis;Lobulomycetales;Lobulomycetales;uncultured;uncultured;uncultured eukaryote
1047;333193;U96146.1.1322;Glomeromycotina;Diversisporales;Diversisporales;Gigaspora;Gigaspora;Gigaspora decipiens
1048;333337;EF024835.1.1792;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1049;333423;X89435.1.1739;Mucoromycotina;Umbelopsidales;Umbelopsidales;Umbelopsis;Umbelopsis;Umbelopsis ramanniana
1050;333437;Z14013.1.1696;Glomeromycotina;Diversisporales;Diversisporales;Scutellospora;Scutellospora;Scutellospora dipapillosa
1051;333824;MG829390.1.1653;Glomeromycotina;Archaeosporales;Archaeosporales;Glomeromycotina sp.;Glomeromycotina;Glomeromycotina sp.
1052;333830;MG829500.1.1654;Glomeromycotina;Glomerales;;;Glomeromycotina;Glomeromycotina sp.
1053;333833;MG829556.1.1654;Glomeromycotina;Glomerales;Glomerales;Septoglomus;Glomeromycotina;Glomeromycotina sp.
1054;333875;JQ689434.1.1423;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
1055;334360;EF023215.1.1787;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1056;334465;EF024018.1.1800;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Eimeriidae
1057;335724;MG829385.1.1655;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;Glomeromycotina;Glomeromycotina sp.
1058;335729;MG829458.1.1653;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1059;335739;MG829498.1.1654;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1060;336343;EU417589.1.1687;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;uncultured;uncultured Glomus
1061;336639;KT285752.1.1653;Incertae Sedis;Spizellomycetales;Spizellomycetales;Geranomyces;uncultured;uncultured fungus
1062;336676;DQ336477.1.1237;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1063;337560;U63471.1.1753;Basidiomycota;Agaricomycetes;Hymenochaetales;;Trichaptum;Trichaptum laricinum
1064;338036;JX296576.1.1809;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured fungus;uncultured;uncultured fungus
1065;339196;DQ244008.1.1786;Incertae Sedis;Neocallimastigales;Neocallimastigales;uncultured;uncultured;uncultured fungus
1066;342912;MH444360.1.1483;Glomeromycotina;Glomerales;Glomerales;Rhizophagus;fungal;fungal sp.
1067;346724;DQ336448.1.1233;Glomeromycotina;Glomerales;Glomerales;uncultured Glomus;uncultured;uncultured Glomus
1068;346733;DQ336500.1.1236;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1069;347643;U75303.1.1747;Basidiomycota;Pucciniomycetes;Helicobasidiales;;Helicobasidium;Helicobasidium corticioides
1070;347847;KF586842.1.1790;Incertae Sedis;Gromochytriales;Gromochytriales;Gromochytrium;Gromochytrium;Gromochytrium mamkaevae
1071;347881;HM486988.1.1360;Incertae Sedis;Gromochytriales;Gromochytriales;uncultured;uncultured;uncultured fungus
1072;349159;EF023142.1.1788;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1073;349264;GU568148.1.1570;Incertae Sedis;Rhizophlyctidales;Rhizophlyctidales;Rhizophlyctis;uncultured;uncultured fungus
1074;350734;EF023463.1.1793;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1075;350767;EF023629.1.1780;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1076;353090;AY903731.1.1524;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured glomeraceous AM fungus
1077;355213;KC286506.1.1755;Kickxellomycotina;Kickxellales;Kickxellales;Coemansia;Coemansia;Coemansia biformis
1078;355244;KC297622.1.1773;Kickxellomycotina;Harpellales;Harpellales;Harpella sp. NF-MC-18;Harpella;Harpella sp. NF-MC-18
1079;355357;DQ336503.1.1235;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1080;358595;MG829459.1.1651;Glomeromycotina;Glomerales;Glomerales;Glomus;Glomeromycotina;Glomeromycotina sp.
1081;358602;MG829499.1.1659;Glomeromycotina;Diversisporales;Diversisporales;Acaulospora;Glomeromycotina;Glomeromycotina sp.
1082;358666;JQ689433.1.1675;Incertae Sedis;Rhizophydiales;Rhizophydiales;uncultured Chytridiomycota;uncultured;uncultured Chytridiomycota
1083;358970;HM487033.1.1358;Incertae Sedis;Cladochytriales;Chytridiales;Nowakowskiella;uncultured;uncultured fungus
1084;361369;U96140.1.1327;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis mosseae
1085;364228;DQ336459.1.1232;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1086;365963;EF023210.1.1786;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Nucleariidae
1087;367762;EF023584.1.1786;Mortierellomycotina;Mortierellales;Mortierellales;Mortierella;uncultured;uncultured Eimeriidae
1088;370642;DQ336453.1.1235;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
1089;370903;DQ336458.1.1232;Glomeromycotina;Glomerales;Glomerales;Sclerocystis;uncultured;uncultured Glomus
1090;376448;HM486974.1.1367;Incertae Sedis;Cladochytriales;Chytridiales;Nowakowskiella;uncultured;uncultured fungus
1091;376453;HM487034.1.1358;Incertae Sedis;Cladochytriales;Chytridiales;Nowakowskiella;uncultured;uncultured fungus
1092;377537;EF100242.1.1399;Incertae Sedis;Chytridiales;Chytridiales;uncultured;uncultured;uncultured eukaryote
1093;382988;U96139.1.1324;Glomeromycotina;Glomerales;Glomerales;Funneliformis;Funneliformis;Funneliformis mosseae
1094;385387;GQ330621.1.1466;Incertae Sedis;Cladochytriales;Cladochytriales;Cladochytrium;uncultured;uncultured Chytridiomycota
1095;387552;JX099097.1.1743;Incertae Sedis;Spizellomycetales;Spizellomycetales;uncultured eukaryote;uncultured;uncultured eukaryote
1096;392147;EF023359.1.1784;Basidiomycota;Pucciniomycetes;Platygloeales;uncultured Sphaerophragmiaceae;uncultured;uncultured Sphaerophragmiaceae
1097;394644;EF109862.1.1220;Glomeromycotina;Glomerales;Glomerales;Glomus;uncultured;uncultured Glomus
